id;start_session;stop_session;sex;service_category;customer_category;number_person;assesment
8215;2022-11-09 02:03:41;2022-11-09 02:06:23;Male;med_service;individual;1;2
8540;2022-11-09 02:06:23;2022-11-09 02:16:17;Male;med_service;individual;5;1
1856;2022-11-09 02:16:17;2022-11-09 02:17:34;Female;med_service;individual;5;2
9857;2022-11-09 02:16:17;2022-11-09 04:07:23;Female;med_service;The business;20;5
7247;2022-11-09 04:07:23;2022-11-09 04:20:01;Male;med_service;individual;2;3
104;2022-11-09 04:20:01;2022-11-09 04:20:48;Male;med_service;individual;4;5
5696;2022-11-09 04:20:48;2022-11-09 04:58:46;Female;med_service;individual;3;2
3474;2022-11-09 04:58:46;2022-11-09 05:31:42;Male;med_service;individual;3;2
2595;2022-11-09 05:31:42;2022-11-09 05:33:00;Male;med_service;individual;-1;4
4463;2022-11-09 05:33:00;2022-11-09 05:54:07;Female;med_service;individual;4;4
3314;2022-11-09 05:54:07;2022-11-09 06:12:20;Female;med_service;individual;5;5
3621;2022-11-09 06:12:20;2022-11-09 06:12:21;Male;med_service;individual;2;2
7548;2022-11-09 06:12:21;2022-11-09 06:30:37;Male;med_service;individual;5;1
6792;2022-11-09 06:12:21;2022-11-09 08:29:30;Female;med_service;The business;36;2
8905;2022-11-09 08:29:30;2022-11-09 08:35:31;Male;med_service;individual;2;5
3999;2022-11-09 08:35:31;2022-11-09 08:39:58;Female;med_service;individual;3;2
1036;2022-11-09 08:39:58;2022-11-09 08:52:46;Male;med_service;individual;2;1
6888;2022-11-09 08:52:46;2022-11-09 09:07:13;Female;med_service;The business;23;5
9591;2022-11-09 09:07:13;2022-11-09 09:30:44;Male;med_service;individual;3;2
68;2022-11-09 09:30:44;2022-11-09 09:31:41;Female;info;individual;0;3
6829;2022-11-09 09:31:41;2022-11-09 09:32:32;Male;med_service;individual;2;3
9134;2022-11-09 09:32:32;2022-11-09 09:35:34;Male;med_service;individual;3;4
182;2022-11-09 09:35:34;2022-11-09 09:35:38;Female;med_service;individual;5;1
2844;2022-11-09 09:35:38;2022-11-09 12:04:32;Female;med_service;The business;28;3
6416;2022-11-09 12:04:32;2022-11-09 12:22:07;Male;med_service;individual;5;4
9799;2022-11-09 12:22:07;2022-11-09 12:26:00;Female;med_service;individual;2;1
3767;2022-11-09 12:22:07;2022-11-09 12:58:31;Male;med_service;individual;3;2
9774;2022-11-09 12:58:31;2022-11-09 13:05:03;Male;med_service;individual;1;5
7195;2022-11-09 13:05:03;2022-11-09 13:10:34;Male;med_service;individual;4;5
9746;2022-11-09 13:10:34;2022-11-09 13:14:22;Male;med_service;individual;2;3
3156;2022-11-09 13:14:22;2022-11-09 13:20:34;Female;med_service;individual;5;2
438;2022-11-09 13:20:34;2022-11-09 13:32:55;Male;med_service;individual;5;5
168;2022-11-09 13:32:55;2022-11-09 13:39:51;Female;med_service;individual;3;4
4501;2022-11-09 13:39:51;2022-11-09 13:40:19;Female;med_service;individual;4;1
3957;2022-11-09 13:40:19;2022-11-09 13:41:42;Female;med_service;individual;2;2
9197;2022-11-09 13:41:42;2022-11-09 13:50:37;Male;med_service;individual;5;5
4249;2022-11-09 13:50:37;2022-11-09 13:55:12;Female;med_service;individual;3;2
8086;2022-11-09 13:55:12;2022-11-09 13:59:53;Female;info;individual;0;3
2111;2022-11-09 13:59:53;2022-11-09 14:07:53;Male;med_service;individual;3;3
4966;2022-11-09 14:07:53;2022-11-09 14:07:55;Male;med_service;individual;3;3
968;2022-11-09 14:07:53;2022-11-09 18:14:53;Female;med_service;The business;39;2
4704;2022-11-09 18:14:53;2022-11-09 18:21:05;Female;med_service;individual;2;2
5052;2022-11-09 18:21:05;2022-11-09 18:22:15;Female;info;individual;-1;5
1333;2022-11-09 18:22:15;2022-11-09 18:27:10;Female;med_service;individual;4;1
6687;2022-11-09 18:27:10;2022-11-09 18:29:50;Female;med_service;individual;2;5
3570;2022-11-09 18:29:50;2022-11-09 18:30:50;Female;med_service;individual;5;5
4020;2022-11-09 18:30:50;2022-11-09 18:32:11;Female;med_service;individual;2;1
1013;2022-11-09 18:32:11;2022-11-09 18:42:11;Female;med_service;individual;5;5
4190;2022-11-09 18:42:11;2022-11-09 19:24:46;Female;med_service;individual;5;2
8168;2022-11-09 19:24:46;2022-11-09 19:26:37;Male;med_service;individual;2;1
4368;2022-11-09 19:26:37;2022-11-09 19:29:57;Male;med_service;individual;3;1
5226;2022-11-09 19:29:57;2022-11-09 20:06:01;Male;med_service;individual;4;4
6213;2022-11-09 20:06:01;2022-11-09 21:02:14;Female;med_service;The business;46;2
7117;2022-11-09 21:02:14;2022-11-09 21:25:10;Male;med_service;The business;39;2
7462;2022-11-09 21:25:10;2022-11-09 21:49:22;Female;med_service;individual;5;5
282;2022-11-09 21:49:22;2022-11-09 22:04:27;Female;med_service;individual;3;4
4691;2022-11-09 22:04:27;2022-11-09 22:05:41;Male;med_service;individual;3;1
9867;2022-11-09 22:05:41;2022-11-09 22:08:44;Male;med_service;individual;2;3
6723;2022-11-09 22:05:41;2022-11-09 22:54:40;Female;med_service;The business;46;4
1566;2022-11-09 22:54:40;2022-11-09 22:57:02;Male;med_service;individual;1;5
9366;2022-11-09 22:57:02;2022-11-09 22:59:44;Female;info;individual;-1;5
5439;2022-11-09 22:59:44;2022-11-09 23:44:29;Male;med_service;individual;3;1
7699;2022-11-09 23:44:29;2022-11-09 23:51:53;Male;med_service;individual;3;4
673;2022-11-09 23:51:53;2022-11-10 00:00:59;Male;med_service;individual;3;3
7217;2022-11-10 00:00:59;2022-11-10 00:07:42;Female;med_service;individual;5;3
7503;2022-11-10 00:07:42;2022-11-10 00:12:24;Male;med_service;individual;2;1
9010;2022-11-10 00:12:24;2022-11-10 00:19:08;Female;med_service;individual;5;2
1514;2022-11-10 00:19:08;2022-11-10 00:19:14;Female;med_service;individual;4;2
7256;2022-11-10 00:19:14;2022-11-10 00:26:13;Female;med_service;individual;3;2
5170;2022-11-10 00:26:13;2022-11-10 00:30:53;Male;info;individual;0;5
1347;2022-11-10 00:30:53;2022-11-10 00:33:00;Female;med_service;individual;2;5
420;2022-11-10 00:33:00;2022-11-10 01:15:03;Female;med_service;individual;5;5
9913;2022-11-10 01:15:03;2022-11-10 01:19:55;Female;med_service;individual;-1;1
8815;2022-11-10 01:19:55;2022-11-10 01:41:58;Female;med_service;individual;3;2
3846;2022-11-10 01:41:58;2022-11-10 01:44:52;Male;med_service;individual;3;2
7267;2022-11-10 01:44:52;2022-11-10 01:47:04;Male;med_service;individual;5;4
1159;2022-11-10 01:47:04;2022-11-10 02:22:04;Male;med_service;individual;5;5
1816;2022-11-10 02:22:04;2022-11-10 02:22:28;Female;med_service;individual;1;2
195;2022-11-10 02:22:28;2022-11-10 02:42:39;Male;med_service;individual;2;5
3808;2022-11-10 02:42:39;2022-11-10 02:42:47;Male;med_service;individual;4;2
4496;2022-11-10 02:42:47;2022-11-10 03:01:28;Male;med_service;individual;5;5
4220;2022-11-10 03:01:28;2022-11-10 03:11:45;Female;med_service;individual;3;3
9973;2022-11-10 03:01:28;2022-11-10 04:33:34;Female;med_service;The business;25;5
1704;2022-11-10 04:33:34;2022-11-10 04:55:57;Female;med_service;individual;5;1
329;2022-11-10 04:33:34;2022-11-10 08:03:48;Male;med_service;The business;34;4
2066;2022-11-10 08:03:48;2022-11-10 12:20:43;Male;med_service;The business;25;3
8111;2022-11-10 12:20:43;2022-11-10 12:26:15;Female;med_service;The business;24;4
9932;2022-11-10 12:26:15;2022-11-10 12:39:47;Male;info;individual;0;1
4981;2022-11-10 12:39:47;2022-11-10 12:44:25;Male;med_service;individual;4;1
1005;2022-11-10 12:44:25;2022-11-10 12:47:00;Female;info;individual;0;2
6622;2022-11-10 12:47:00;2022-11-10 13:10:02;Female;med_service;individual;5;2
6610;2022-11-10 13:10:02;2022-11-10 13:10:32;Male;med_service;individual;2;4
189;2022-11-10 13:10:32;2022-11-10 13:12:11;Female;med_service;individual;4;2
8223;2022-11-10 13:12:11;2022-11-10 13:23:35;Female;med_service;individual;3;3
4299;2022-11-10 13:23:35;2022-11-10 13:24:21;Male;med_service;individual;3;2
4200;2022-11-10 13:24:21;2022-11-10 13:25:48;Male;info;individual;0;3
7980;2022-11-10 13:25:48;2022-11-10 13:31:41;Female;med_service;individual;2;2
8404;2022-11-10 13:31:41;2022-11-10 13:33:18;Male;info;individual;0;3
9842;2022-11-10 13:33:18;2022-11-10 13:35:10;Female;info;individual;0;3
6157;2022-11-10 13:35:10;2022-11-10 14:04:02;Male;med_service;individual;5;4
466;2022-11-10 14:04:02;2022-11-10 14:06:01;Female;med_service;individual;-1;4
2977;2022-11-10 14:06:01;2022-11-10 14:20:40;Male;med_service;individual;4;1
6736;2022-11-10 14:20:40;2022-11-10 14:32:01;Male;med_service;individual;3;1
5498;2022-11-10 14:32:01;2022-11-10 15:50:12;Male;med_service;The business;22;1
6149;2022-11-10 15:50:12;2022-11-10 15:50:45;Female;med_service;individual;3;5
7315;2022-11-10 15:50:45;2022-11-10 15:52:12;Male;med_service;individual;4;3
8865;2022-11-10 15:52:12;2022-11-10 15:54:59;Female;med_service;individual;2;3
946;2022-11-10 15:54:59;2022-11-10 16:06:02;Male;med_service;individual;3;2
594;2022-11-10 16:06:02;2022-11-10 16:06:21;Male;med_service;individual;3;3
7775;2022-11-10 16:06:21;2022-11-10 16:07:19;Female;med_service;individual;2;1
6522;2022-11-10 16:07:19;2022-11-10 16:34:59;Female;med_service;individual;5;4
1803;2022-11-10 16:34:59;2022-11-10 16:42:55;Male;med_service;individual;4;3
1002;2022-11-10 16:42:55;2022-11-10 16:50:17;Male;med_service;individual;4;4
4265;2022-11-10 16:50:17;2022-11-10 16:54:20;Female;med_service;individual;2;5
235;2022-11-10 16:54:20;2022-11-10 16:57:00;Female;info;individual;0;5
4945;2022-11-10 16:57:00;2022-11-10 17:09:09;Female;med_service;individual;2;2
1992;2022-11-10 17:09:09;2022-11-10 17:32:10;Male;med_service;individual;5;1
5311;2022-11-10 17:32:10;2022-11-10 17:37:25;Female;med_service;individual;3;3
9707;2022-11-10 17:37:25;2022-11-10 17:37:41;Female;med_service;individual;1;3
2542;2022-11-10 17:37:41;2022-11-10 17:38:27;Male;info;individual;-1;5
1448;2022-11-10 17:38:27;2022-11-10 17:42:21;Female;med_service;individual;2;2
7129;2022-11-10 17:42:21;2022-11-10 17:44:40;Female;info;individual;-1;2
9658;2022-11-10 17:44:40;2022-11-10 17:49:51;Male;med_service;individual;4;5
6661;2022-11-10 17:49:51;2022-11-10 17:56:08;Female;med_service;individual;1;4
8262;2022-11-10 17:56:08;2022-11-10 18:11:14;Female;med_service;individual;3;3
2970;2022-11-10 18:11:14;2022-11-10 18:13:48;Female;info;individual;-1;4
4047;2022-11-10 18:13:48;2022-11-10 18:30:13;Female;med_service;individual;5;2
902;2022-11-10 18:30:13;2022-11-10 18:38:08;Male;med_service;individual;3;3
8443;2022-11-10 18:38:08;2022-11-10 18:52:25;Female;med_service;individual;4;1
878;2022-11-10 18:52:25;2022-11-10 19:23:55;Female;med_service;individual;3;2
5525;2022-11-10 19:23:55;2022-11-10 19:26:04;Female;med_service;individual;2;5
6304;2022-11-10 19:26:04;2022-11-10 19:26:44;Female;info;individual;0;5
6246;2022-11-10 19:26:44;2022-11-10 19:52:28;Male;med_service;The business;30;3
2006;2022-11-10 19:52:28;2022-11-10 20:05:15;Male;med_service;individual;5;4
6861;2022-11-10 20:05:15;2022-11-10 20:06:54;Male;med_service;individual;3;2
7052;2022-11-10 20:05:15;2022-11-10 20:27:33;Male;med_service;individual;5;4
7712;2022-11-10 20:05:15;2022-11-12 09:17:51;Female;med_service;The business;43;5
7026;2022-11-10 20:27:33;2022-11-10 20:34:34;Male;med_service;individual;3;4
4486;2022-11-10 20:34:34;2022-11-10 20:35:30;Male;info;individual;0;5
1505;2022-11-10 20:35:30;2022-11-10 20:57:39;Female;med_service;The business;20;3
9957;2022-11-10 20:57:39;2022-11-10 21:25:01;Female;med_service;individual;5;5
1283;2022-11-10 21:25:01;2022-11-10 21:26:21;Male;med_service;individual;2;2
2643;2022-11-10 21:26:21;2022-11-10 21:34:53;Female;med_service;individual;4;2
1624;2022-11-10 21:34:53;2022-11-10 23:51:21;Female;med_service;The business;32;1
6842;2022-11-10 23:51:21;2022-11-10 23:53:22;Female;med_service;individual;2;3
483;2022-11-10 23:53:22;2022-11-11 00:04:58;Male;med_service;individual;2;5
2980;2022-11-11 00:04:58;2022-11-11 00:07:24;Female;info;individual;-1;2
9943;2022-11-11 00:07:24;2022-11-11 00:14:57;Female;med_service;individual;4;5
4026;2022-11-11 00:14:57;2022-11-11 00:22:32;Male;med_service;individual;5;4
7495;2022-11-11 00:22:32;2022-11-11 01:25:27;Male;med_service;The business;27;5
7600;2022-11-11 01:25:27;2022-11-11 01:31:53;Male;med_service;individual;1;5
2987;2022-11-11 01:31:53;2022-11-11 01:45:31;Male;med_service;individual;2;3
8917;2022-11-11 01:45:31;2022-11-11 02:38:00;Female;med_service;The business;28;2
1146;2022-11-11 02:38:00;2022-11-11 03:31:18;Female;med_service;individual;5;5
2273;2022-11-11 03:31:18;2022-11-11 03:35:40;Female;info;individual;0;5
2190;2022-11-11 03:35:40;2022-11-11 03:38:17;Male;med_service;individual;4;2
4313;2022-11-11 03:38:17;2022-11-11 03:54:04;Female;med_service;The business;25;2
7982;2022-11-11 03:38:17;2022-11-11 04:10:44;Male;med_service;individual;3;2
7427;2022-11-11 04:10:44;2022-11-11 04:13:13;Female;med_service;individual;4;3
4684;2022-11-11 04:13:13;2022-11-11 04:19:07;Male;med_service;individual;2;3
4986;2022-11-11 04:19:07;2022-11-11 04:43:10;Female;med_service;The business;44;4
11;2022-11-11 04:43:10;2022-11-11 04:45:43;Female;med_service;individual;2;1
9749;2022-11-11 04:45:43;2022-11-11 04:52:27;Male;med_service;individual;2;5
2304;2022-11-11 04:52:27;2022-11-11 04:58:14;Female;med_service;individual;4;3
7016;2022-11-11 04:58:14;2022-11-11 05:14:07;Female;med_service;individual;2;5
7735;2022-11-11 04:58:14;2022-11-11 13:14:36;Male;med_service;The business;35;3
2646;2022-11-11 05:14:07;2022-11-11 05:24:48;Female;med_service;individual;5;1
7;2022-11-11 05:24:48;2022-11-11 05:33:03;Male;med_service;individual;4;5
2988;2022-11-11 05:24:48;2022-11-11 06:32:04;Female;med_service;individual;5;4
2014;2022-11-11 06:32:04;2022-11-11 06:36:29;Male;med_service;individual;2;2
2196;2022-11-11 06:36:29;2022-11-11 07:02:10;Female;med_service;individual;4;4
724;2022-11-11 07:02:10;2022-11-11 07:06:16;Male;med_service;individual;5;2
4952;2022-11-11 07:06:16;2022-11-11 07:12:08;Male;med_service;individual;-1;2
6261;2022-11-11 13:14:36;2022-11-11 13:15:01;Female;info;individual;-1;2
2642;2022-11-11 13:15:01;2022-11-11 13:33:49;Female;med_service;individual;4;4
3865;2022-11-11 13:33:49;2022-11-11 13:38:05;Female;med_service;individual;2;3
7976;2022-11-11 13:38:05;2022-11-11 13:44:58;Male;med_service;individual;5;3
2138;2022-11-11 13:44:58;2022-11-11 15:08:23;Male;med_service;individual;5;2
1931;2022-11-11 15:08:23;2022-11-11 15:12:23;Male;info;individual;0;5
8335;2022-11-11 15:12:23;2022-11-11 15:23:19;Male;med_service;individual;4;5
2072;2022-11-11 15:23:19;2022-11-11 15:30:22;Female;med_service;individual;1;1
5109;2022-11-11 15:30:22;2022-11-11 15:56:52;Male;med_service;individual;5;3
8273;2022-11-11 15:56:52;2022-11-11 16:03:15;Male;med_service;individual;4;2
2168;2022-11-11 16:03:15;2022-11-11 16:21:36;Female;med_service;individual;4;5
7090;2022-11-11 16:21:36;2022-11-11 16:22:13;Female;med_service;individual;2;4
2780;2022-11-11 16:22:13;2022-11-11 16:35:41;Female;med_service;individual;4;3
2189;2022-11-11 16:35:41;2022-11-11 17:20:33;Male;med_service;individual;5;2
1338;2022-11-11 17:20:33;2022-11-11 17:23:36;Male;med_service;individual;5;1
9217;2022-11-11 17:23:36;2022-11-11 17:28:13;Male;med_service;individual;4;4
945;2022-11-11 17:28:13;2022-11-11 17:30:59;Female;med_service;individual;3;1
7450;2022-11-11 17:30:59;2022-11-11 17:32:47;Male;med_service;individual;2;2
3476;2022-11-11 17:32:47;2022-11-11 17:51:15;Female;med_service;individual;5;5
2252;2022-11-11 17:51:15;2022-11-11 17:52:07;Male;info;individual;0;3
3221;2022-11-11 17:52:07;2022-11-11 17:55:19;Female;med_service;individual;5;2
1819;2022-11-11 17:52:07;2022-11-11 18:11:21;Male;med_service;individual;3;4
8719;2022-11-11 18:11:21;2022-11-11 18:31:21;Male;med_service;individual;3;5
3136;2022-11-11 18:31:21;2022-11-11 18:51:33;Female;med_service;The business;42;4
9652;2022-11-11 18:31:21;2022-11-11 19:33:18;Male;med_service;individual;5;3
1486;2022-11-11 19:33:18;2022-11-11 19:39:16;Male;med_service;individual;3;5
8104;2022-11-11 19:39:16;2022-11-11 19:51:52;Female;med_service;individual;2;3
3946;2022-11-11 19:51:52;2022-11-11 20:06:13;Male;med_service;individual;3;2
2458;2022-11-11 20:06:13;2022-11-11 20:07:41;Male;info;individual;0;3
8027;2022-11-11 20:07:41;2022-11-11 20:13:20;Male;med_service;individual;3;1
2902;2022-11-11 20:13:20;2022-11-11 20:14:32;Male;info;individual;-1;1
4906;2022-11-11 20:14:32;2022-11-11 20:18:08;Male;med_service;individual;2;1
9394;2022-11-11 20:18:08;2022-11-11 20:19:06;Male;info;individual;0;4
2406;2022-11-11 20:19:06;2022-11-11 20:28:10;Male;med_service;individual;4;1
5262;2022-11-11 20:28:10;2022-11-11 20:32:34;Male;med_service;individual;-1;1
1103;2022-11-11 20:32:34;2022-11-11 20:34:33;Female;med_service;individual;5;2
3341;2022-11-11 20:34:33;2022-11-11 20:59:07;Male;med_service;individual;2;3
6242;2022-11-11 20:59:07;2022-11-11 20:59:58;Female;med_service;individual;5;2
9354;2022-11-11 20:59:58;2022-11-11 21:05:52;Female;med_service;individual;3;2
2958;2022-11-11 21:05:52;2022-11-11 21:11:10;Male;med_service;individual;3;2
345;2022-11-11 21:11:10;2022-11-11 21:16:41;Male;med_service;individual;3;1
1348;2022-11-11 21:16:41;2022-11-11 21:16:43;Female;med_service;individual;2;4
7768;2022-11-11 21:16:43;2022-11-11 21:26:23;Male;med_service;individual;3;2
9918;2022-11-11 21:26:23;2022-11-11 21:53:25;Female;med_service;individual;4;2
3343;2022-11-11 21:53:25;2022-11-11 21:55:27;Female;med_service;individual;3;5
6098;2022-11-11 21:55:27;2022-11-11 21:55:30;Male;med_service;individual;4;3
1241;2022-11-11 21:55:30;2022-11-11 22:25:46;Female;med_service;The business;48;2
8956;2022-11-11 22:25:46;2022-11-11 22:34:22;Male;med_service;The business;26;1
3066;2022-11-11 22:34:22;2022-11-11 22:37:46;Male;med_service;individual;4;1
2227;2022-11-11 22:37:46;2022-11-11 22:40:53;Female;med_service;individual;1;1
8745;2022-11-11 22:40:53;2022-11-11 22:46:57;Female;med_service;individual;2;4
2011;2022-11-11 22:40:53;2022-11-11 23:05:00;Female;med_service;individual;4;3
4000;2022-11-11 22:46:57;2022-11-11 22:49:03;Female;med_service;individual;4;4
8946;2022-11-11 23:05:00;2022-11-11 23:05:09;Male;med_service;individual;3;5
3594;2022-11-11 23:05:09;2022-11-11 23:10:48;Female;med_service;individual;2;3
274;2022-11-11 23:10:48;2022-11-11 23:12:56;Female;med_service;individual;4;3
9728;2022-11-12 09:17:51;2022-11-12 09:19:31;Female;med_service;individual;3;2
2850;2022-11-12 09:19:31;2022-11-12 10:14:59;Female;med_service;individual;4;3
1615;2022-11-12 10:14:59;2022-11-12 10:17:56;Female;med_service;individual;4;4
7835;2022-11-12 10:17:56;2022-11-12 10:22:21;Male;med_service;individual;4;5
2926;2022-11-12 10:22:21;2022-11-12 11:00:47;Male;med_service;individual;5;1
2923;2022-11-12 11:00:47;2022-11-12 11:16:50;Male;med_service;individual;3;3
5948;2022-11-12 11:16:50;2022-11-12 11:20:13;Female;med_service;individual;-1;4
3137;2022-11-12 11:20:13;2022-11-12 11:20:53;Male;med_service;individual;4;5
4873;2022-11-12 11:20:53;2022-11-12 11:28:10;Male;med_service;individual;2;3
2343;2022-11-12 11:28:10;2022-11-12 11:29:36;Female;med_service;individual;2;5
5140;2022-11-12 11:29:36;2022-11-12 11:42:41;Female;med_service;individual;4;2
3562;2022-11-12 11:42:41;2022-11-12 13:53:08;Female;med_service;The business;29;1
3717;2022-11-12 13:53:08;2022-11-12 13:57:18;Female;med_service;individual;1;2
7005;2022-11-12 13:57:18;2022-11-12 13:57:46;Female;med_service;individual;4;2
9462;2022-11-12 13:57:46;2022-11-12 13:59:09;Female;info;individual;-1;1
1024;2022-11-12 13:59:09;2022-11-12 14:07:18;Female;med_service;individual;4;4
9578;2022-11-12 14:07:18;2022-11-12 14:09:13;Male;info;individual;0;2
6927;2022-11-12 14:07:18;2022-11-12 15:00:56;Female;med_service;The business;36;1
6198;2022-11-12 15:00:56;2022-11-12 15:03:50;Female;med_service;individual;5;1
5448;2022-11-12 15:03:50;2022-11-12 15:08:34;Male;med_service;individual;5;3
992;2022-11-12 15:08:34;2022-11-12 15:18:35;Female;med_service;individual;5;1
6947;2022-11-12 15:18:35;2022-11-12 15:20:32;Male;med_service;individual;2;5
4960;2022-11-12 15:20:32;2022-11-12 15:35:57;Male;med_service;individual;3;3
1437;2022-11-12 15:35:57;2022-11-12 15:47:33;Female;med_service;individual;3;2
5447;2022-11-12 15:47:33;2022-11-12 16:04:30;Male;med_service;individual;3;4
5089;2022-11-12 16:04:30;2022-11-12 16:11:57;Female;med_service;individual;5;5
5597;2022-11-12 16:11:57;2022-11-12 16:12:06;Male;info;individual;0;3
464;2022-11-12 16:11:57;2022-11-12 16:49:19;Male;med_service;individual;2;1
9236;2022-11-12 16:49:19;2022-11-12 16:59:21;Male;med_service;individual;3;2
8418;2022-11-12 16:59:21;2022-11-12 17:03:26;Male;med_service;individual;3;3
1218;2022-11-12 17:03:26;2022-11-12 17:21:44;Female;med_service;individual;4;2
3443;2022-11-12 17:03:26;2022-11-12 18:08:55;Male;med_service;individual;5;5
1158;2022-11-12 17:21:44;2022-11-12 17:24:31;Male;med_service;individual;3;3
3452;2022-11-12 17:24:31;2022-11-12 17:42:29;Male;med_service;individual;3;5
2038;2022-11-12 18:08:55;2022-11-12 18:32:05;Female;med_service;individual;4;3
8118;2022-11-12 18:32:05;2022-11-12 18:45:12;Male;med_service;individual;1;1
5472;2022-11-12 18:45:12;2022-11-12 18:59:25;Male;med_service;individual;5;2
9456;2022-11-12 18:59:25;2022-11-12 19:01:09;Female;info;individual;-1;1
3341;2022-11-12 19:01:09;2022-11-12 19:02:55;Male;med_service;individual;3;3
2612;2022-11-12 19:02:55;2022-11-12 19:03:43;Female;med_service;individual;3;5
4541;2022-11-12 19:03:43;2022-11-12 19:37:56;Male;med_service;individual;5;1
7137;2022-11-12 19:37:56;2022-11-12 19:45:01;Female;med_service;individual;4;1
4781;2022-11-12 19:45:01;2022-11-12 21:16:12;Male;med_service;The business;45;3
8048;2022-11-12 21:16:12;2022-11-12 21:21:32;Female;med_service;individual;2;1
6126;2022-11-12 21:21:32;2022-11-12 21:28:22;Female;med_service;individual;3;1
1319;2022-11-12 21:28:22;2022-11-12 21:30:17;Male;med_service;individual;4;2
9369;2022-11-12 21:30:17;2022-11-12 21:32:58;Female;med_service;individual;3;2
3740;2022-11-12 21:32:58;2022-11-12 21:37:42;Female;med_service;individual;2;2
5782;2022-11-12 21:37:42;2022-11-12 22:38:37;Male;med_service;The business;26;5
5656;2022-11-12 22:38:37;2022-11-12 22:40:01;Male;info;individual;0;5
1383;2022-11-12 22:38:37;2022-11-13 03:24:05;Male;med_service;The business;32;2
3614;2022-11-12 22:40:01;2022-11-12 22:56:50;Female;med_service;individual;1;5
7809;2022-11-12 22:56:50;2022-11-12 22:58:57;Male;med_service;individual;2;5
7325;2022-11-12 22:58:57;2022-11-12 23:00:18;Male;med_service;individual;3;2
6346;2022-11-12 23:00:18;2022-11-12 23:00:45;Female;med_service;individual;2;4
1281;2022-11-12 23:00:45;2022-11-12 23:02:12;Female;med_service;individual;2;5
9574;2022-11-13 03:24:05;2022-11-13 03:27:59;Female;med_service;individual;4;2
3027;2022-11-13 03:27:59;2022-11-13 03:42:03;Female;med_service;individual;4;1
5436;2022-11-13 03:42:03;2022-11-13 03:43:26;Female;med_service;individual;1;1
9210;2022-11-13 03:43:26;2022-11-13 03:45:26;Female;med_service;The business;22;1
513;2022-11-13 03:43:26;2022-11-13 03:54:54;Male;med_service;individual;3;1
6451;2022-11-13 03:54:54;2022-11-13 04:01:45;Female;med_service;individual;2;2
8905;2022-11-13 04:01:45;2022-11-13 04:03:50;Female;med_service;individual;3;3
5889;2022-11-13 04:03:50;2022-11-13 05:35:23;Female;med_service;The business;27;3
8340;2022-11-13 05:35:23;2022-11-13 05:41:48;Female;med_service;individual;1;3
2803;2022-11-13 05:41:48;2022-11-13 05:43:49;Female;med_service;individual;2;4
6006;2022-11-13 05:43:49;2022-11-13 05:53:58;Female;med_service;individual;4;4
913;2022-11-13 05:53:58;2022-11-13 06:31:42;Male;med_service;individual;4;5
6342;2022-11-13 06:31:42;2022-11-13 06:43:26;Male;med_service;individual;2;5
6997;2022-11-13 06:43:26;2022-11-13 06:44:36;Male;info;individual;-1;4
8795;2022-11-13 06:44:36;2022-11-13 06:46:40;Male;info;individual;-1;1
1027;2022-11-13 06:46:40;2022-11-13 07:18:34;Female;med_service;individual;3;3
1247;2022-11-13 07:18:34;2022-11-13 07:31:34;Male;med_service;individual;4;1
5871;2022-11-13 07:31:34;2022-11-13 07:33:18;Female;med_service;individual;2;5
9978;2022-11-13 07:33:18;2022-11-13 07:36:43;Female;med_service;individual;2;1
2202;2022-11-13 07:36:43;2022-11-13 07:39:53;Female;med_service;individual;5;2
5552;2022-11-13 07:39:53;2022-11-13 07:41:50;Female;med_service;individual;3;1
4658;2022-11-13 07:41:50;2022-11-13 07:49:19;Male;med_service;individual;5;5
6893;2022-11-13 07:49:19;2022-11-13 07:55:23;Male;med_service;individual;4;3
2512;2022-11-13 07:55:23;2022-11-13 07:58:58;Male;med_service;individual;3;1
4082;2022-11-13 07:58:58;2022-11-13 08:02:40;Male;med_service;individual;2;5
757;2022-11-13 08:02:40;2022-11-13 08:30:55;Female;med_service;individual;3;2
5852;2022-11-13 08:30:55;2022-11-13 08:34:21;Female;info;individual;0;2
9899;2022-11-13 08:34:21;2022-11-13 08:37:29;Female;med_service;individual;5;4
7310;2022-11-13 08:37:29;2022-11-13 08:38:16;Female;med_service;individual;2;4
1038;2022-11-13 08:38:16;2022-11-13 09:05:20;Female;med_service;individual;2;3
3120;2022-11-13 09:05:20;2022-11-13 09:09:50;Male;med_service;individual;3;2
3015;2022-11-13 09:09:50;2022-11-13 09:39:24;Male;med_service;individual;5;5
4974;2022-11-13 09:39:24;2022-11-13 09:51:02;Male;med_service;individual;2;1
1350;2022-11-13 09:51:02;2022-11-13 10:00:23;Female;med_service;individual;5;5
897;2022-11-13 09:51:02;2022-11-13 10:21:14;Male;med_service;individual;4;1
6514;2022-11-13 10:21:14;2022-11-13 10:55:59;Female;med_service;individual;3;4
1714;2022-11-13 10:55:59;2022-11-13 12:06:06;Male;med_service;The business;29;2
4219;2022-11-13 12:06:06;2022-11-13 12:19:53;Female;med_service;individual;4;1
748;2022-11-13 12:19:53;2022-11-13 12:23:07;Male;med_service;individual;2;5
8345;2022-11-13 12:23:07;2022-11-13 12:26:05;Male;med_service;individual;2;1
1336;2022-11-13 12:26:05;2022-11-13 12:31:41;Female;med_service;individual;5;4
